"category","date","index","label"
"c5_close_public_transport",2020-04-17,0,"public transport"
"c6_stay_at_home_requirements",2020-04-17,2,"stay-at-home"
"c7_movementrestrictions",2020-04-17,2,"internal movements"
"c8_internationaltravel",2020-04-17,4,"cross-border movements"
"stringency_index",2020-04-18,69.44,"stringency index"
"c1_school_closing",2020-04-18,2,"schools"
"c2_workplace_closing",2020-04-18,2,"workplace"
"c3_cancel_public_events",2020-04-18,2,"public events"
"c4_restrictions_on_gatherings",2020-04-18,4,"gatherings"
"c5_close_public_transport",2020-04-18,0,"public transport"
"c6_stay_at_home_requirements",2020-04-18,2,"stay-at-home"
"c7_movementrestrictions",2020-04-18,2,"internal movements"
"c8_internationaltravel",2020-04-18,4,"cross-border movements"
"stringency_index",2020-04-19,69.44,"stringency index"
"c1_school_closing",2020-04-19,2,"schools"
"c2_workplace_closing",2020-04-19,2,"workplace"
"c3_cancel_public_events",2020-04-19,2,"public events"
"c4_restrictions_on_gatherings",2020-04-19,4,"gatherings"
"c5_close_public_transport",2020-04-19,0,"public transport"
"c6_stay_at_home_requirements",2020-04-19,2,"stay-at-home"
"c7_movementrestrictions",2020-04-19,2,"internal movements"
"c8_internationaltravel",2020-04-19,4,"cross-border movements"
"stringency_index",2020-04-20,69.44,"stringency index"
"c1_school_closing",2020-04-20,2,"schools"
"c2_workplace_closing",2020-04-20,2,"workplace"
"c3_cancel_public_events",2020-04-20,2,"public events"
"c4_restrictions_on_gatherings",2020-04-20,4,"gatherings"
"c5_close_public_transport",2020-04-20,0,"public transport"
"c6_stay_at_home_requirements",2020-04-20,2,"stay-at-home"
"c7_movementrestrictions",2020-04-20,2,"internal movements"
"c8_internationaltravel",2020-04-20,4,"cross-border movements"
"stringency_index",2020-04-21,69.44,"stringency index"
"c1_school_closing",2020-04-21,2,"schools"
"c2_workplace_closing",2020-04-21,2,"workplace"
"c3_cancel_public_events",2020-04-21,2,"public events"
"c4_restrictions_on_gatherings",2020-04-21,4,"gatherings"
"c5_close_public_transport",2020-04-21,0,"public transport"
"c6_stay_at_home_requirements",2020-04-21,2,"stay-at-home"
"c7_movementrestrictions",2020-04-21,2,"internal movements"
"c8_internationaltravel",2020-04-21,4,"cross-border movements"
"stringency_index",2020-04-22,69.44,"stringency index"
"c1_school_closing",2020-04-22,2,"schools"
"c2_workplace_closing",2020-04-22,2,"workplace"
"c3_cancel_public_events",2020-04-22,2,"public events"
"c4_restrictions_on_gatherings",2020-04-22,4,"gatherings"
"c5_close_public_transport",2020-04-22,0,"public transport"
"c6_stay_at_home_requirements",2020-04-22,2,"stay-at-home"
"c7_movementrestrictions",2020-04-22,2,"internal movements"
"c8_internationaltravel",2020-04-22,4,"cross-border movements"
"stringency_index",2020-04-23,69.44,"stringency index"
"c1_school_closing",2020-04-23,2,"schools"
"c2_workplace_closing",2020-04-23,2,"workplace"
"c3_cancel_public_events",2020-04-23,2,"public events"
"c4_restrictions_on_gatherings",2020-04-23,4,"gatherings"
"c5_close_public_transport",2020-04-23,0,"public transport"
"c6_stay_at_home_requirements",2020-04-23,2,"stay-at-home"
"c7_movementrestrictions",2020-04-23,2,"internal movements"
"c8_internationaltravel",2020-04-23,4,"cross-border movements"
"stringency_index",2020-04-24,69.44,"stringency index"
"c1_school_closing",2020-04-24,2,"schools"
"c2_workplace_closing",2020-04-24,2,"workplace"
"c3_cancel_public_events",2020-04-24,2,"public events"
"c4_restrictions_on_gatherings",2020-04-24,4,"gatherings"
"c5_close_public_transport",2020-04-24,0,"public transport"
"c6_stay_at_home_requirements",2020-04-24,2,"stay-at-home"
"c7_movementrestrictions",2020-04-24,2,"internal movements"
"c8_internationaltravel",2020-04-24,4,"cross-border movements"
"stringency_index",2020-04-25,69.44,"stringency index"
"c1_school_closing",2020-04-25,2,"schools"
"c2_workplace_closing",2020-04-25,2,"workplace"
"c3_cancel_public_events",2020-04-25,2,"public events"
"c4_restrictions_on_gatherings",2020-04-25,4,"gatherings"
"c5_close_public_transport",2020-04-25,0,"public transport"
"c6_stay_at_home_requirements",2020-04-25,2,"stay-at-home"
"c7_movementrestrictions",2020-04-25,2,"internal movements"
"c8_internationaltravel",2020-04-25,4,"cross-border movements"
"stringency_index",2020-04-26,69.44,"stringency index"
"c1_school_closing",2020-04-26,2,"schools"
"c2_workplace_closing",2020-04-26,2,"workplace"
"c3_cancel_public_events",2020-04-26,2,"public events"
"c4_restrictions_on_gatherings",2020-04-26,4,"gatherings"
"c5_close_public_transport",2020-04-26,0,"public transport"
"c6_stay_at_home_requirements",2020-04-26,2,"stay-at-home"
"c7_movementrestrictions",2020-04-26,2,"internal movements"
"c8_internationaltravel",2020-04-26,4,"cross-border movements"
"stringency_index",2020-04-27,69.44,"stringency index"
"c1_school_closing",2020-04-27,2,"schools"
"c2_workplace_closing",2020-04-27,2,"workplace"
"c3_cancel_public_events",2020-04-27,2,"public events"
"c4_restrictions_on_gatherings",2020-04-27,4,"gatherings"
"c5_close_public_transport",2020-04-27,0,"public transport"
"c6_stay_at_home_requirements",2020-04-27,2,"stay-at-home"
"c7_movementrestrictions",2020-04-27,2,"internal movements"
"c8_internationaltravel",2020-04-27,4,"cross-border movements"
"stringency_index",2020-04-28,69.44,"stringency index"
"c1_school_closing",2020-04-28,2,"schools"
"c2_workplace_closing",2020-04-28,2,"workplace"
"c3_cancel_public_events",2020-04-28,2,"public events"
"c4_restrictions_on_gatherings",2020-04-28,4,"gatherings"
"c5_close_public_transport",2020-04-28,0,"public transport"
"c6_stay_at_home_requirements",2020-04-28,2,"stay-at-home"
"c7_movementrestrictions",2020-04-28,2,"internal movements"
"c8_internationaltravel",2020-04-28,4,"cross-border movements"
"stringency_index",2020-04-29,69.44,"stringency index"
"c1_school_closing",2020-04-29,2,"schools"
"c2_workplace_closing",2020-04-29,2,"workplace"
"c3_cancel_public_events",2020-04-29,2,"public events"
"c4_restrictions_on_gatherings",2020-04-29,4,"gatherings"
"c5_close_public_transport",2020-04-29,0,"public transport"
"c6_stay_at_home_requirements",2020-04-29,2,"stay-at-home"
"c7_movementrestrictions",2020-04-29,2,"internal movements"
"c8_internationaltravel",2020-04-29,4,"cross-border movements"
"stringency_index",2020-04-30,69.44,"stringency index"
"c1_school_closing",2020-04-30,2,"schools"
"c2_workplace_closing",2020-04-30,2,"workplace"
"c3_cancel_public_events",2020-04-30,2,"public events"
"c4_restrictions_on_gatherings",2020-04-30,4,"gatherings"
"c5_close_public_transport",2020-04-30,0,"public transport"
"c6_stay_at_home_requirements",2020-04-30,2,"stay-at-home"
"c7_movementrestrictions",2020-04-30,2,"internal movements"
"c8_internationaltravel",2020-04-30,4,"cross-border movements"
"stringency_index",2020-05-01,69.44,"stringency index"
"c1_school_closing",2020-05-01,2,"schools"
"c2_workplace_closing",2020-05-01,2,"workplace"
"c3_cancel_public_events",2020-05-01,2,"public events"
"c4_restrictions_on_gatherings",2020-05-01,4,"gatherings"
"c5_close_public_transport",2020-05-01,0,"public transport"
"c6_stay_at_home_requirements",2020-05-01,2,"stay-at-home"
"c7_movementrestrictions",2020-05-01,2,"internal movements"
"c8_internationaltravel",2020-05-01,4,"cross-border movements"
"stringency_index",2020-05-02,69.44,"stringency index"
"c1_school_closing",2020-05-02,2,"schools"
"c2_workplace_closing",2020-05-02,2,"workplace"
"c3_cancel_public_events",2020-05-02,2,"public events"
"c4_restrictions_on_gatherings",2020-05-02,4,"gatherings"
"c5_close_public_transport",2020-05-02,0,"public transport"
"c6_stay_at_home_requirements",2020-05-02,2,"stay-at-home"
"c7_movementrestrictions",2020-05-02,2,"internal movements"
"c8_internationaltravel",2020-05-02,4,"cross-border movements"
"stringency_index",2020-05-03,69.44,"stringency index"
"c1_school_closing",2020-05-03,2,"schools"
"c2_workplace_closing",2020-05-03,2,"workplace"
"c3_cancel_public_events",2020-05-03,2,"public events"
"c4_restrictions_on_gatherings",2020-05-03,4,"gatherings"
"c5_close_public_transport",2020-05-03,0,"public transport"
"c6_stay_at_home_requirements",2020-05-03,2,"stay-at-home"
"c7_movementrestrictions",2020-05-03,2,"internal movements"
"c8_internationaltravel",2020-05-03,4,"cross-border movements"
"stringency_index",2020-05-04,69.44,"stringency index"
"c1_school_closing",2020-05-04,2,"schools"
"c2_workplace_closing",2020-05-04,2,"workplace"
"c3_cancel_public_events",2020-05-04,2,"public events"
"c4_restrictions_on_gatherings",2020-05-04,4,"gatherings"
"c5_close_public_transport",2020-05-04,0,"public transport"
"c6_stay_at_home_requirements",2020-05-04,2,"stay-at-home"
"c7_movementrestrictions",2020-05-04,2,"internal movements"
"c8_internationaltravel",2020-05-04,4,"cross-border movements"
"stringency_index",2020-05-05,69.44,"stringency index"
"c1_school_closing",2020-05-05,2,"schools"
"c2_workplace_closing",2020-05-05,2,"workplace"
"c3_cancel_public_events",2020-05-05,2,"public events"
"c4_restrictions_on_gatherings",2020-05-05,4,"gatherings"
"c5_close_public_transport",2020-05-05,0,"public transport"
"c6_stay_at_home_requirements",2020-05-05,2,"stay-at-home"
"c7_movementrestrictions",2020-05-05,2,"internal movements"
"c8_internationaltravel",2020-05-05,4,"cross-border movements"
"stringency_index",2020-05-06,69.44,"stringency index"
"c1_school_closing",2020-05-06,2,"schools"
"c2_workplace_closing",2020-05-06,2,"workplace"
"c3_cancel_public_events",2020-05-06,2,"public events"
"c4_restrictions_on_gatherings",2020-05-06,4,"gatherings"
"c5_close_public_transport",2020-05-06,0,"public transport"
"c6_stay_at_home_requirements",2020-05-06,2,"stay-at-home"
"c7_movementrestrictions",2020-05-06,2,"internal movements"
"c8_internationaltravel",2020-05-06,4,"cross-border movements"
"stringency_index",2020-05-07,69.44,"stringency index"
"c1_school_closing",2020-05-07,2,"schools"
"c2_workplace_closing",2020-05-07,2,"workplace"
"c3_cancel_public_events",2020-05-07,2,"public events"
"c4_restrictions_on_gatherings",2020-05-07,4,"gatherings"
"c5_close_public_transport",2020-05-07,0,"public transport"
"c6_stay_at_home_requirements",2020-05-07,2,"stay-at-home"
"c7_movementrestrictions",2020-05-07,2,"internal movements"
"c8_internationaltravel",2020-05-07,4,"cross-border movements"
"stringency_index",2020-05-08,69.44,"stringency index"
"c1_school_closing",2020-05-08,2,"schools"
"c2_workplace_closing",2020-05-08,2,"workplace"
"c3_cancel_public_events",2020-05-08,2,"public events"
"c4_restrictions_on_gatherings",2020-05-08,4,"gatherings"
"c5_close_public_transport",2020-05-08,0,"public transport"
"c6_stay_at_home_requirements",2020-05-08,2,"stay-at-home"
"c7_movementrestrictions",2020-05-08,2,"internal movements"
"c8_internationaltravel",2020-05-08,4,"cross-border movements"
"stringency_index",2020-05-09,69.44,"stringency index"
"c1_school_closing",2020-05-09,2,"schools"
"c2_workplace_closing",2020-05-09,2,"workplace"
"c3_cancel_public_events",2020-05-09,2,"public events"
"c4_restrictions_on_gatherings",2020-05-09,4,"gatherings"
"c5_close_public_transport",2020-05-09,0,"public transport"
"c6_stay_at_home_requirements",2020-05-09,2,"stay-at-home"
"c7_movementrestrictions",2020-05-09,2,"internal movements"
"c8_internationaltravel",2020-05-09,4,"cross-border movements"
"stringency_index",2020-05-10,69.44,"stringency index"
"c1_school_closing",2020-05-10,2,"schools"
"c2_workplace_closing",2020-05-10,2,"workplace"
"c3_cancel_public_events",2020-05-10,2,"public events"
"c4_restrictions_on_gatherings",2020-05-10,4,"gatherings"
"c5_close_public_transport",2020-05-10,0,"public transport"
"c6_stay_at_home_requirements",2020-05-10,2,"stay-at-home"
"c7_movementrestrictions",2020-05-10,2,"internal movements"
"c8_internationaltravel",2020-05-10,4,"cross-border movements"
"stringency_index",2020-05-11,69.44,"stringency index"
"c1_school_closing",2020-05-11,2,"schools"
"c2_workplace_closing",2020-05-11,2,"workplace"
"c3_cancel_public_events",2020-05-11,2,"public events"
"c4_restrictions_on_gatherings",2020-05-11,4,"gatherings"
"c5_close_public_transport",2020-05-11,0,"public transport"
"c6_stay_at_home_requirements",2020-05-11,2,"stay-at-home"
"c7_movementrestrictions",2020-05-11,2,"internal movements"
"c8_internationaltravel",2020-05-11,4,"cross-border movements"
"stringency_index",2020-05-12,69.44,"stringency index"
"c1_school_closing",2020-05-12,2,"schools"
"c2_workplace_closing",2020-05-12,2,"workplace"
"c3_cancel_public_events",2020-05-12,2,"public events"
"c4_restrictions_on_gatherings",2020-05-12,4,"gatherings"
"c5_close_public_transport",2020-05-12,0,"public transport"
"c6_stay_at_home_requirements",2020-05-12,2,"stay-at-home"
"c7_movementrestrictions",2020-05-12,2,"internal movements"
"c8_internationaltravel",2020-05-12,4,"cross-border movements"
"stringency_index",2020-05-13,69.44,"stringency index"
"c1_school_closing",2020-05-13,2,"schools"
"c2_workplace_closing",2020-05-13,2,"workplace"
"c3_cancel_public_events",2020-05-13,2,"public events"
"c4_restrictions_on_gatherings",2020-05-13,4,"gatherings"
"c5_close_public_transport",2020-05-13,0,"public transport"
"c6_stay_at_home_requirements",2020-05-13,2,"stay-at-home"
"c7_movementrestrictions",2020-05-13,2,"internal movements"
"c8_internationaltravel",2020-05-13,4,"cross-border movements"
"stringency_index",2020-05-14,69.44,"stringency index"
"c1_school_closing",2020-05-14,2,"schools"
"c2_workplace_closing",2020-05-14,2,"workplace"
"c3_cancel_public_events",2020-05-14,2,"public events"
"c4_restrictions_on_gatherings",2020-05-14,4,"gatherings"
"c5_close_public_transport",2020-05-14,0,"public transport"
"c6_stay_at_home_requirements",2020-05-14,2,"stay-at-home"
"c7_movementrestrictions",2020-05-14,2,"internal movements"
"c8_internationaltravel",2020-05-14,4,"cross-border movements"
"stringency_index",2020-05-15,65.74,"stringency index"
"c1_school_closing",2020-05-15,2,"schools"
"c2_workplace_closing",2020-05-15,1,"workplace"
"c3_cancel_public_events",2020-05-15,2,"public events"
"c4_restrictions_on_gatherings",2020-05-15,4,"gatherings"
"c5_close_public_transport",2020-05-15,0,"public transport"
"c6_stay_at_home_requirements",2020-05-15,1,"stay-at-home"
"c7_movementrestrictions",2020-05-15,2,"internal movements"
"c8_internationaltravel",2020-05-15,4,"cross-border movements"
"stringency_index",2020-05-16,64.35,"stringency index"
"c1_school_closing",2020-05-16,2,"schools"
"c2_workplace_closing",2020-05-16,1,"workplace"
"c3_cancel_public_events",2020-05-16,2,"public events"
"c4_restrictions_on_gatherings",2020-05-16,4,"gatherings"
"c5_close_public_transport",2020-05-16,0,"public transport"
"c6_stay_at_home_requirements",2020-05-16,1,"stay-at-home"
"c7_movementrestrictions",2020-05-16,2,"internal movements"
"c8_internationaltravel",2020-05-16,4,"cross-border movements"
"stringency_index",2020-05-17,64.35,"stringency index"
"c1_school_closing",2020-05-17,2,"schools"
"c2_workplace_closing",2020-05-17,1,"workplace"
"c3_cancel_public_events",2020-05-17,2,"public events"
"c4_restrictions_on_gatherings",2020-05-17,4,"gatherings"
"c5_close_public_transport",2020-05-17,0,"public transport"
"c6_stay_at_home_requirements",2020-05-17,1,"stay-at-home"
"c7_movementrestrictions",2020-05-17,2,"internal movements"
"c8_internationaltravel",2020-05-17,4,"cross-border movements"
"stringency_index",2020-05-18,67.13,"stringency index"
"c1_school_closing",2020-05-18,2,"schools"
"c2_workplace_closing",2020-05-18,1,"workplace"
"c3_cancel_public_events",2020-05-18,2,"public events"
"c4_restrictions_on_gatherings",2020-05-18,4,"gatherings"
"c5_close_public_transport",2020-05-18,1,"public transport"
"c6_stay_at_home_requirements",2020-05-18,1,"stay-at-home"
"c7_movementrestrictions",2020-05-18,2,"internal movements"
"c8_internationaltravel",2020-05-18,4,"cross-border movements"
"stringency_index",2020-05-19,67.13,"stringency index"
"c1_school_closing",2020-05-19,2,"schools"
"c2_workplace_closing",2020-05-19,1,"workplace"
"c3_cancel_public_events",2020-05-19,2,"public events"
"c4_restrictions_on_gatherings",2020-05-19,4,"gatherings"
"c5_close_public_transport",2020-05-19,1,"public transport"
"c6_stay_at_home_requirements",2020-05-19,1,"stay-at-home"
"c7_movementrestrictions",2020-05-19,2,"internal movements"
"c8_internationaltravel",2020-05-19,4,"cross-border movements"
"stringency_index",2020-05-20,67.13,"stringency index"
"c1_school_closing",2020-05-20,2,"schools"
"c2_workplace_closing",2020-05-20,1,"workplace"
"c3_cancel_public_events",2020-05-20,2,"public events"
"c4_restrictions_on_gatherings",2020-05-20,4,"gatherings"
"c5_close_public_transport",2020-05-20,1,"public transport"
"c6_stay_at_home_requirements",2020-05-20,1,"stay-at-home"
"c7_movementrestrictions",2020-05-20,2,"internal movements"
"c8_internationaltravel",2020-05-20,4,"cross-border movements"
"stringency_index",2020-05-21,67.13,"stringency index"
"c1_school_closing",2020-05-21,2,"schools"
"c2_workplace_closing",2020-05-21,1,"workplace"
"c3_cancel_public_events",2020-05-21,2,"public events"
"c4_restrictions_on_gatherings",2020-05-21,4,"gatherings"
"c5_close_public_transport",2020-05-21,1,"public transport"
"c6_stay_at_home_requirements",2020-05-21,1,"stay-at-home"
"c7_movementrestrictions",2020-05-21,2,"internal movements"
"c8_internationaltravel",2020-05-21,4,"cross-border movements"
"stringency_index",2020-05-22,67.13,"stringency index"
"c1_school_closing",2020-05-22,2,"schools"
"c2_workplace_closing",2020-05-22,1,"workplace"
"c3_cancel_public_events",2020-05-22,2,"public events"
"c4_restrictions_on_gatherings",2020-05-22,4,"gatherings"
"c5_close_public_transport",2020-05-22,1,"public transport"
"c6_stay_at_home_requirements",2020-05-22,1,"stay-at-home"
"c7_movementrestrictions",2020-05-22,2,"internal movements"
"c8_internationaltravel",2020-05-22,4,"cross-border movements"
"stringency_index",2020-05-23,67.13,"stringency index"
"c1_school_closing",2020-05-23,2,"schools"
"c2_workplace_closing",2020-05-23,1,"workplace"
"c3_cancel_public_events",2020-05-23,2,"public events"
"c4_restrictions_on_gatherings",2020-05-23,4,"gatherings"
"c5_close_public_transport",2020-05-23,1,"public transport"
"c6_stay_at_home_requirements",2020-05-23,1,"stay-at-home"
"c7_movementrestrictions",2020-05-23,2,"internal movements"
"c8_internationaltravel",2020-05-23,4,"cross-border movements"
"stringency_index",2020-05-24,67.13,"stringency index"
"c1_school_closing",2020-05-24,2,"schools"
"c2_workplace_closing",2020-05-24,1,"workplace"
"c3_cancel_public_events",2020-05-24,2,"public events"
"c4_restrictions_on_gatherings",2020-05-24,4,"gatherings"
"c5_close_public_transport",2020-05-24,1,"public transport"
"c6_stay_at_home_requirements",2020-05-24,1,"stay-at-home"
"c7_movementrestrictions",2020-05-24,2,"internal movements"
"c8_internationaltravel",2020-05-24,4,"cross-border movements"
"stringency_index",2020-05-25,65.28,"stringency index"
"c1_school_closing",2020-05-25,2,"schools"
"c2_workplace_closing",2020-05-25,1,"workplace"
"c3_cancel_public_events",2020-05-25,2,"public events"
"c4_restrictions_on_gatherings",2020-05-25,4,"gatherings"
"c5_close_public_transport",2020-05-25,1,"public transport"
"c6_stay_at_home_requirements",2020-05-25,1,"stay-at-home"
"c7_movementrestrictions",2020-05-25,2,"internal movements"
"c8_internationaltravel",2020-05-25,4,"cross-border movements"
"stringency_index",2020-05-26,65.28,"stringency index"
"c1_school_closing",2020-05-26,2,"schools"
"c2_workplace_closing",2020-05-26,1,"workplace"
"c3_cancel_public_events",2020-05-26,2,"public events"
"c4_restrictions_on_gatherings",2020-05-26,4,"gatherings"
"c5_close_public_transport",2020-05-26,1,"public transport"
"c6_stay_at_home_requirements",2020-05-26,1,"stay-at-home"
"c7_movementrestrictions",2020-05-26,2,"internal movements"
"c8_internationaltravel",2020-05-26,4,"cross-border movements"
"stringency_index",2020-05-27,65.28,"stringency index"
"c1_school_closing",2020-05-27,2,"schools"
"c2_workplace_closing",2020-05-27,1,"workplace"
"c3_cancel_public_events",2020-05-27,2,"public events"
"c4_restrictions_on_gatherings",2020-05-27,4,"gatherings"
"c5_close_public_transport",2020-05-27,1,"public transport"
"c6_stay_at_home_requirements",2020-05-27,1,"stay-at-home"
"c7_movementrestrictions",2020-05-27,2,"internal movements"
"c8_internationaltravel",2020-05-27,4,"cross-border movements"
"stringency_index",2020-05-28,65.28,"stringency index"
"c1_school_closing",2020-05-28,2,"schools"
"c2_workplace_closing",2020-05-28,1,"workplace"
"c3_cancel_public_events",2020-05-28,2,"public events"
"c4_restrictions_on_gatherings",2020-05-28,4,"gatherings"
"c5_close_public_transport",2020-05-28,1,"public transport"
"c6_stay_at_home_requirements",2020-05-28,1,"stay-at-home"
"c7_movementrestrictions",2020-05-28,2,"internal movements"
"c8_internationaltravel",2020-05-28,4,"cross-border movements"
"stringency_index",2020-05-29,63.43,"stringency index"
"c1_school_closing",2020-05-29,2,"schools"
"c2_workplace_closing",2020-05-29,1,"workplace"
"c3_cancel_public_events",2020-05-29,2,"public events"
"c4_restrictions_on_gatherings",2020-05-29,4,"gatherings"
"c5_close_public_transport",2020-05-29,1,"public transport"
"c6_stay_at_home_requirements",2020-05-29,0,"stay-at-home"
"c7_movementrestrictions",2020-05-29,2,"internal movements"
"c8_internationaltravel",2020-05-29,4,"cross-border movements"
"stringency_index",2020-05-30,63.43,"stringency index"
"c1_school_closing",2020-05-30,2,"schools"
"c2_workplace_closing",2020-05-30,1,"workplace"
"c3_cancel_public_events",2020-05-30,2,"public events"
"c4_restrictions_on_gatherings",2020-05-30,4,"gatherings"
"c5_close_public_transport",2020-05-30,1,"public transport"
"c6_stay_at_home_requirements",2020-05-30,0,"stay-at-home"
"c7_movementrestrictions",2020-05-30,2,"internal movements"
"c8_internationaltravel",2020-05-30,4,"cross-border movements"
"stringency_index",2020-05-31,63.43,"stringency index"
"c1_school_closing",2020-05-31,2,"schools"
"c2_workplace_closing",2020-05-31,1,"workplace"
"c3_cancel_public_events",2020-05-31,2,"public events"
"c4_restrictions_on_gatherings",2020-05-31,4,"gatherings"
"c5_close_public_transport",2020-05-31,1,"public transport"
"c6_stay_at_home_requirements",2020-05-31,0,"stay-at-home"
"c7_movementrestrictions",2020-05-31,2,"internal movements"
"c8_internationaltravel",2020-05-31,4,"cross-border movements"
"stringency_index",2020-06-01,62.04,"stringency index"
"c1_school_closing",2020-06-01,2,"schools"
"c2_workplace_closing",2020-06-01,1,"workplace"
"c3_cancel_public_events",2020-06-01,2,"public events"
"c4_restrictions_on_gatherings",2020-06-01,3,"gatherings"
"c5_close_public_transport",2020-06-01,1,"public transport"
"c6_stay_at_home_requirements",2020-06-01,0,"stay-at-home"
"c7_movementrestrictions",2020-06-01,2,"internal movements"
"c8_internationaltravel",2020-06-01,4,"cross-border movements"
"stringency_index",2020-06-02,62.04,"stringency index"
"c1_school_closing",2020-06-02,2,"schools"
"c2_workplace_closing",2020-06-02,1,"workplace"
"c3_cancel_public_events",2020-06-02,2,"public events"
"c4_restrictions_on_gatherings",2020-06-02,3,"gatherings"
"c5_close_public_transport",2020-06-02,1,"public transport"
"c6_stay_at_home_requirements",2020-06-02,0,"stay-at-home"
"c7_movementrestrictions",2020-06-02,2,"internal movements"
"c8_internationaltravel",2020-06-02,4,"cross-border movements"
"stringency_index",2020-06-03,62.04,"stringency index"
"c1_school_closing",2020-06-03,2,"schools"
"c2_workplace_closing",2020-06-03,1,"workplace"
"c3_cancel_public_events",2020-06-03,2,"public events"
"c4_restrictions_on_gatherings",2020-06-03,3,"gatherings"
"c5_close_public_transport",2020-06-03,1,"public transport"
"c6_stay_at_home_requirements",2020-06-03,0,"stay-at-home"
"c7_movementrestrictions",2020-06-03,2,"internal movements"
"c8_internationaltravel",2020-06-03,4,"cross-border movements"
"stringency_index",2020-06-04,62.04,"stringency index"
"c1_school_closing",2020-06-04,2,"schools"
"c2_workplace_closing",2020-06-04,1,"workplace"
"c3_cancel_public_events",2020-06-04,2,"public events"
"c4_restrictions_on_gatherings",2020-06-04,3,"gatherings"
"c5_close_public_transport",2020-06-04,1,"public transport"
"c6_stay_at_home_requirements",2020-06-04,0,"stay-at-home"
"c7_movementrestrictions",2020-06-04,2,"internal movements"
"c8_internationaltravel",2020-06-04,4,"cross-border movements"
"stringency_index",2020-06-05,62.04,"stringency index"
"c1_school_closing",2020-06-05,2,"schools"
"c2_workplace_closing",2020-06-05,1,"workplace"
"c3_cancel_public_events",2020-06-05,2,"public events"
"c4_restrictions_on_gatherings",2020-06-05,3,"gatherings"
"c5_close_public_transport",2020-06-05,1,"public transport"
"c6_stay_at_home_requirements",2020-06-05,0,"stay-at-home"
"c7_movementrestrictions",2020-06-05,2,"internal movements"
"c8_internationaltravel",2020-06-05,4,"cross-border movements"
"stringency_index",2020-06-06,62.04,"stringency index"
"c1_school_closing",2020-06-06,2,"schools"
"c2_workplace_closing",2020-06-06,1,"workplace"
"c3_cancel_public_events",2020-06-06,2,"public events"
"c4_restrictions_on_gatherings",2020-06-06,3,"gatherings"
"c5_close_public_transport",2020-06-06,1,"public transport"
"c6_stay_at_home_requirements",2020-06-06,0,"stay-at-home"
"c7_movementrestrictions",2020-06-06,2,"internal movements"
"c8_internationaltravel",2020-06-06,4,"cross-border movements"
"stringency_index",2020-06-07,62.04,"stringency index"
"c1_school_closing",2020-06-07,2,"schools"
"c2_workplace_closing",2020-06-07,1,"workplace"
"c3_cancel_public_events",2020-06-07,2,"public events"
"c4_restrictions_on_gatherings",2020-06-07,3,"gatherings"
"c5_close_public_transport",2020-06-07,1,"public transport"
"c6_stay_at_home_requirements",2020-06-07,0,"stay-at-home"
"c7_movementrestrictions",2020-06-07,2,"internal movements"
"c8_internationaltravel",2020-06-07,4,"cross-border movements"
"stringency_index",2020-06-08,62.04,"stringency index"
"c1_school_closing",2020-06-08,2,"schools"
"c2_workplace_closing",2020-06-08,1,"workplace"
"c3_cancel_public_events",2020-06-08,2,"public events"
"c4_restrictions_on_gatherings",2020-06-08,3,"gatherings"
"c5_close_public_transport",2020-06-08,1,"public transport"
"c6_stay_at_home_requirements",2020-06-08,0,"stay-at-home"
"c7_movementrestrictions",2020-06-08,2,"internal movements"
"c8_internationaltravel",2020-06-08,4,"cross-border movements"
"stringency_index",2020-06-09,60.19,"stringency index"
"c1_school_closing",2020-06-09,1,"schools"
"c2_workplace_closing",2020-06-09,1,"workplace"
"c3_cancel_public_events",2020-06-09,2,"public events"
"c4_restrictions_on_gatherings",2020-06-09,3,"gatherings"
"c5_close_public_transport",2020-06-09,1,"public transport"
"c6_stay_at_home_requirements",2020-06-09,0,"stay-at-home"
"c7_movementrestrictions",2020-06-09,2,"internal movements"
"c8_internationaltravel",2020-06-09,4,"cross-border movements"
"stringency_index",2020-06-10,60.19,"stringency index"
"c1_school_closing",2020-06-10,1,"schools"
"c2_workplace_closing",2020-06-10,1,"workplace"
"c3_cancel_public_events",2020-06-10,2,"public events"
"c4_restrictions_on_gatherings",2020-06-10,3,"gatherings"
"c5_close_public_transport",2020-06-10,1,"public transport"
"c6_stay_at_home_requirements",2020-06-10,0,"stay-at-home"
"c7_movementrestrictions",2020-06-10,2,"internal movements"
"c8_internationaltravel",2020-06-10,4,"cross-border movements"
"stringency_index",2020-06-11,60.19,"stringency index"
"c1_school_closing",2020-06-11,1,"schools"
"c2_workplace_closing",2020-06-11,1,"workplace"
"c3_cancel_public_events",2020-06-11,2,"public events"
"c4_restrictions_on_gatherings",2020-06-11,3,"gatherings"
"c5_close_public_transport",2020-06-11,1,"public transport"
"c6_stay_at_home_requirements",2020-06-11,0,"stay-at-home"
"c7_movementrestrictions",2020-06-11,2,"internal movements"
"c8_internationaltravel",2020-06-11,4,"cross-border movements"
"stringency_index",2020-06-12,50.46,"stringency index"
"c1_school_closing",2020-06-12,1,"schools"
"c2_workplace_closing",2020-06-12,1,"workplace"
"c3_cancel_public_events",2020-06-12,1,"public events"
"c4_restrictions_on_gatherings",2020-06-12,3,"gatherings"
"c5_close_public_transport",2020-06-12,1,"public transport"
"c6_stay_at_home_requirements",2020-06-12,0,"stay-at-home"
"c7_movementrestrictions",2020-06-12,2,"internal movements"
